NAME,CODE,IS_GROUP,CHILDREN,HIERARCHY,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL9,LEVEL10,LEVEL11,LEVEL12,LEVEL13,LEVEL14,LEVEL15,LEVEL16,LEVEL17,LEVEL18,LEVEL19,LEVEL20
Purebred breeding animals,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_BOVINE_ANIMALS#LIVESTOCK_BOVINE_ANIMALS_BUFFALO#LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_BOVINE_ANIMALS,LIVESTOCK_BOVINE_ANIMALS_BUFFALO,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING,LIVESTOCK_BOVINE_ANIMALS_BUFFALO_PUREBRED_BREEDING
Rice Long Grain Milled,RICELGM,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#RICE_BYPRICE#RICE#RICE_INDICA#RICELG#RICELGM,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,RICE_BYPRICE,RICE,RICE_INDICA,RICELG,RICELGM,RICELGM,RICELGM,RICELGM,RICELGM,RICELGM,RICELGM,RICELGM,RICELGM,RICELGM,RICELGM
Kerosene - Fossil Only,KERO_FOSSIL_ONLY,false,,ALL#FUELS#FOSS_FUEL#CRUDE_AND_PETROLEUM_PRODUCTS#FUEL_KERO#KERO_FOSSIL_ONLY,ALL,FUELS,FOSS_FUEL,CRUDE_AND_PETROLEUM_PRODUCTS,FUEL_KERO,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY,KERO_FOSSIL_ONLY
Cotton thread,CTNTH,false,,ALL#BULK#CTN#CTNTH,ALL,BULK,CTN,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH,CTNTH
FP_PASTA,FPPASTA,false,,ALL#AGS#FOOD_PRO#FPPASTA,ALL,AGS,FOOD_PRO,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA,FPPASTA
Canned dairy desserts,DESS_DAIRC,false,,ALL#AGS#FOOD_PRO#DESSERT#DESS_DAIRC,ALL,AGS,FOOD_PRO,DESSERT,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC,DESS_DAIRC
Medium Egg,M_EGG,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#EGG#M_EGG,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,EGG,M_EGG,M_EGG,M_EGG,M_EGG,M_EGG,M_EGG,M_EGG,M_EGG,M_EGG,M_EGG,M_EGG,M_EGG,M_EGG,M_EGG
65-80 percent Choice Steer	,CH-STEER,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_BOVINE_ANIMALS#LIVESTOCK_BOVINE_ANIMALS_CATTLE#CATTLE-ADULT#STEER#CH-STEER,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_BOVINE_ANIMALS,LIVESTOCK_BOVINE_ANIMALS_CATTLE,CATTLE-ADULT,STEER,CH-STEER,CH-STEER,CH-STEER,CH-STEER,CH-STEER,CH-STEER,CH-STEER,CH-STEER,CH-STEER,CH-STEER,CH-STEER,CH-STEER,CH-STEER,CH-STEER
Wheat No.1 CW GP,W1CWGP,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#CWHT#W1CWGP,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,CWHT,W1CWGP,W1CWGP,W1CWGP,W1CWGP,W1CWGP,W1CWGP,W1CWGP,W1CWGP,W1CWGP,W1CWGP,W1CWGP
Cows,COW,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_BOVINE_ANIMALS#LIVESTOCK_BOVINE_ANIMALS_CATTLE#CATTLE-ADULT#COW,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_BOVINE_ANIMALS,LIVESTOCK_BOVINE_ANIMALS_CATTLE,CATTLE-ADULT,COW,COW,COW,COW,COW,COW,COW,COW,COW,COW,COW,COW,COW,COW,COW
Corn Low Fat DDGS,corn_low_fat_DDGS,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#FEEDGRAINS#DGS#DDGS#corn_low_fat_DDGS,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,FEEDGRAINS,DGS,DDGS,corn_low_fat_DDGS,corn_low_fat_DDGS,corn_low_fat_DDGS,corn_low_fat_DDGS,corn_low_fat_DDGS,corn_low_fat_DDGS,corn_low_fat_DDGS,corn_low_fat_DDGS,corn_low_fat_DDGS,corn_low_fat_DDGS,corn_low_fat_DDGS,corn_low_fat_DDGS
DDGS and Soybean,DDGS_SB,true,[],DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB,DDGS_SB
Poultry meal (65%),PM_65,false,,ALL#AGS#BULK_AGS#LIVESTOCK#COMP_FEED#FEED_INGREDIENTS#PM_65,ALL,AGS,BULK_AGS,LIVESTOCK,COMP_FEED,FEED_INGREDIENTS,PM_65,PM_65,PM_65,PM_65,PM_65,PM_65,PM_65,PM_65,PM_65,PM_65,PM_65,PM_65,PM_65,PM_65
Soybean and Corn,SBSCRN,true,"[
  ""SBS"",
  ""CRN""
]",SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN,SBSCRN
Paddy Rice Basmati,PADDY_BASMATI,false,,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI,PADDY_BASMATI
Broad Beans,BRB,false,,ALL#AGS#BULK_AGS#PULSE_PROT_PROD_GRAINS#PULSES#BRB,ALL,AGS,BULK_AGS,PULSE_PROT_PROD_GRAINS,PULSES,BRB,BRB,BRB,BRB,BRB,BRB,BRB,BRB,BRB,BRB,BRB,BRB,BRB,BRB,BRB
Backyard chicken eggs ,BACKYARDCHICKENEGGS,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LCHK#CHICK#EGGSCHICKEN#BACKYARDCHICKENEGGS,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LCHK,CHICK,EGGSCHICKEN,BACKYARDCHICKENEGGS,BACKYARDCHICKENEGGS,BACKYARDCHICKENEGGS,BACKYARDCHICKENEGGS,BACKYARDCHICKENEGGS,BACKYARDCHICKENEGGS,BACKYARDCHICKENEGGS,BACKYARDCHICKENEGGS,BACKYARDCHICKENEGGS,BACKYARDCHICKENEGGS,BACKYARDCHICKENEGGS,BACKYARDCHICKENEGGS
"Wethers and other sheep, 1 year and over",WETHER-O1Y,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LSHE#SHEEP_AUS#WETHER-O1Y,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LSHE,SHEEP_AUS,WETHER-O1Y,WETHER-O1Y,WETHER-O1Y,WETHER-O1Y,WETHER-O1Y,WETHER-O1Y,WETHER-O1Y,WETHER-O1Y,WETHER-O1Y,WETHER-O1Y,WETHER-O1Y,WETHER-O1Y,WETHER-O1Y
Choice/Prime slaughter lambs,CHOICE_LAMBS,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LAMB_SLAUGHTER#CHOICE_LAMBS,ALL,AGS,BULK_AGS,LIVESTOCK,LAMB_SLAUGHTER,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS,CHOICE_LAMBS
Black Tiger Schrimp P15,BLACKSCHRIMP15,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#SCHRIMP#BLACKSCHRIMP15,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,SCHRIMP,BLACKSCHRIMP15,BLACKSCHRIMP15,BLACKSCHRIMP15,BLACKSCHRIMP15,BLACKSCHRIMP15,BLACKSCHRIMP15,BLACKSCHRIMP15,BLACKSCHRIMP15,BLACKSCHRIMP15,BLACKSCHRIMP15,BLACKSCHRIMP15,BLACKSCHRIMP15
Other dual purpose breeds,OTHER-DUAL-PURPOSE-BREEDS,false,,ALL#AGS#BULK_AGS#LIVESTOCK#Cattle_LV#OTHER-DUAL-PURPOSE-BREEDS,ALL,AGS,BULK_AGS,LIVESTOCK,Cattle_LV,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS,OTHER-DUAL-PURPOSE-BREEDS
Foreign breed 3 way hybrid piglet,Piglet_CHN_foreign_breed_3_way_hybrid,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_LIVE_SWINE#PIGL#Piglet_CHN_foreign_breed_3_way_hybrid,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_LIVE_SWINE,PIGL,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid
Ponies and small horses,PONIES-SMALL-HORSES,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LHOR#PONIES-SMALL-HORSES,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LHOR,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES,PONIES-SMALL-HORSES
Chinese steam pig,C_S_P,false,,ALL#AGS#BULK_AGS#LIVESTOCK#PIG#C_S_P,ALL,AGS,BULK_AGS,LIVESTOCK,PIG,C_S_P,C_S_P,C_S_P,C_S_P,C_S_P,C_S_P,C_S_P,C_S_P,C_S_P,C_S_P,C_S_P,C_S_P,C_S_P,C_S_P,C_S_P
100% White Rice,WHITE_100,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#RICE_BYPRICE#RICE#RICEWHITE#WHITE_100,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,RICE_BYPRICE,RICE,RICEWHITE,WHITE_100,WHITE_100,WHITE_100,WHITE_100,WHITE_100,WHITE_100,WHITE_100,WHITE_100,WHITE_100,WHITE_100,WHITE_100,WHITE_100
Red sharks (size 30 fish/Kg),SHARKRED,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#SHARKRED,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,SHARKRED,SHARKRED,SHARKRED,SHARKRED,SHARKRED,SHARKRED,SHARKRED,SHARKRED,SHARKRED,SHARKRED,SHARKRED,SHARKRED,SHARKRED
Citrus,CITRUS,false,,ALL#AGS#CITRUS,ALL,AGS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS,CITRUS
Grains Oilseeds and Cotton,GNOC,false,,ALL#AGS#GNOC,ALL,AGS,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC,GNOC
Bulls,BULLS-LV,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_BOVINE_ANIMALS#LIVESTOCK_BOVINE_ANIMALS_CATTLE#CATTLE-ADULT#BULLS-LV,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_BOVINE_ANIMALS,LIVESTOCK_BOVINE_ANIMALS_CATTLE,CATTLE-ADULT,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV,BULLS-LV
Breeding Sows (Not mated),PIG_BREEDING_SOW_NM,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_LIVE_SWINE#ADULT_PIGS#BRP#PIG_BREEDING_SOW_NM,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_LIVE_SWINE,ADULT_PIGS,BRP,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM,PIG_BREEDING_SOW_NM
Oat,OAT,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_MIX_GRAINS_EXC_MASLIN#OAT_BYPOAT#OAT,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_MIX_GRAINS_EXC_MASLIN,OAT_BYPOAT,OAT,OAT,OAT,OAT,OAT,OAT,OAT,OAT,OAT,OAT,OAT,OAT,OAT
Safflower Seed Meal,SAFF_SEED_MEAL,false,,ALL#AGS#BULK_AGS#OILSEEDS_BYPOILSEEDS#BYPOILSEEDS#MEALS#SAFF_SEED_MEAL,ALL,AGS,BULK_AGS,OILSEEDS_BYPOILSEEDS,BYPOILSEEDS,MEALS,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL,SAFF_SEED_MEAL
Corn Ethanol Hydrous,HYD_CRN,false,,ALL#AGS#LIQUID_AGS#ETOH#HYD#HYD_CRN,ALL,AGS,LIQUID_AGS,ETOH,HYD,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN,HYD_CRN
Poults,POULTS,false,,ALL#AGS#BULK_AGS#LIVESTOCK#TURK_MEAT#POULTS,ALL,AGS,BULK_AGS,LIVESTOCK,TURK_MEAT,POULTS,POULTS,POULTS,POULTS,POULTS,POULTS,POULTS,POULTS,POULTS,POULTS,POULTS,POULTS,POULTS,POULTS,POULTS
Spice Concentrate,SPICE_CONCENTRATE,false,,ALL#CHEMS#SPICE_CONCENTRATE,ALL,CHEMS,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE,SPICE_CONCENTRATE
VORANATE M 229,VORANATE_M_229,false,,ALL#CHEMS#VORANATE_M_229,ALL,CHEMS,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229,VORANATE_M_229
Crab 100-130g/head,CRABHEAD,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#CRABHEAD,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,CRABHEAD,CRABHEAD,CRABHEAD,CRABHEAD,CRABHEAD,CRABHEAD,CRABHEAD,CRABHEAD,CRABHEAD,CRABHEAD,CRABHEAD,CRABHEAD,CRABHEAD
Foreign breed 3 way hybrid piglet (15-19 kg),Piglet_CHN_foreign_breed_3_way_hybrid_15,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_LIVE_SWINE#PIGL#Piglet_CHN_foreign_breed_3_way_hybrid#Piglet_CHN_foreign_breed_3_way_hybrid_15,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_LIVE_SWINE,PIGL,Piglet_CHN_foreign_breed_3_way_hybrid,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15,Piglet_CHN_foreign_breed_3_way_hybrid_15
Hairtail,HAIRTAIL,false,,ALL#OTH_PROD#HAIRTAIL,ALL,OTH_PROD,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL,HAIRTAIL
"Cattle, 1 to under 2 years (excluding cows)",CATTLE-1-2-YR-EXC-COWS,false,,ALL#AGS#BULK_AGS#LIVESTOCK#Cattle_LV#CATTLE-1-2-YR-EXC-COWS,ALL,AGS,BULK_AGS,LIVESTOCK,Cattle_LV,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS,CATTLE-1-2-YR-EXC-COWS
boiling fowls,FOWL_BOILING,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#MEAT#MCHK#FOWL_BOILING,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,MEAT,MCHK,FOWL_BOILING,FOWL_BOILING,FOWL_BOILING,FOWL_BOILING,FOWL_BOILING,FOWL_BOILING,FOWL_BOILING,FOWL_BOILING,FOWL_BOILING,FOWL_BOILING,FOWL_BOILING,FOWL_BOILING,FOWL_BOILING
Carded or combed cotton,CTNCC,false,,ALL#BULK#CTN#CTNCC,ALL,BULK,CTN,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC,CTNCC
Chicken fully dressed broiler,CHICKENFULLYDRESSEDBROILER,false,,LIVESTOCKMEAT#LIVESTOCK_#LIVESTOCK_LIVE_POULTRY#LIVESTOCK_LIVE_POULTRY_CHICKEN#BROILER#CHICKENFULLYDRESSEDBROILER,LIVESTOCKMEAT,LIVESTOCK_,LIVESTOCK_LIVE_POULTRY,LIVESTOCK_LIVE_POULTRY_CHICKEN,BROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER,CHICKENFULLYDRESSEDBROILER
Birdfish  (<1kg/fish),BIRDFISH1,false,,ALL#AGS#BULK_AGS#ANIM_LIVEST#APROD#FISH#FFISH#BIRDFISH1,ALL,AGS,BULK_AGS,ANIM_LIVEST,APROD,FISH,FFISH,BIRDFISH1,BIRDFISH1,BIRDFISH1,BIRDFISH1,BIRDFISH1,BIRDFISH1,BIRDFISH1,BIRDFISH1,BIRDFISH1,BIRDFISH1,BIRDFISH1,BIRDFISH1,BIRDFISH1
Wheat bagged,WHTBAGGED,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#GRAINS#GRAINS_WHEAT_SPELT#WHT_BYPWHT#WHT#WHTOTH#WHTBAGGED,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,GRAINS,GRAINS_WHEAT_SPELT,WHT_BYPWHT,WHT,WHTOTH,WHTBAGGED,WHTBAGGED,WHTBAGGED,WHTBAGGED,WHTBAGGED,WHTBAGGED,WHTBAGGED,WHTBAGGED,WHTBAGGED,WHTBAGGED,WHTBAGGED
Bread flour,BREAD_FL,false,,ALL#AGS#BULK_AGS#GRAINS_BYPGRAINS#BYPGRAINS#BYPGRAINS_OTH#BREAD_FL,ALL,AGS,BULK_AGS,GRAINS_BYPGRAINS,BYPGRAINS,BYPGRAINS_OTH,BREAD_FL,BREAD_FL,BREAD_FL,BREAD_FL,BREAD_FL,BREAD_FL,BREAD_FL,BREAD_FL,BREAD_FL,BREAD_FL,BREAD_FL,BREAD_FL,BREAD_FL,BREAD_FL
No.4 CW,O4CW,false,,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW,O4CW
Brown Egg Layer Chicken,CHICKEN_LAYER_BROWN,false,,ALL#AGS#BULK_AGS#LIVESTOCK#LANI#LCHK#CHICK#CHICKEN_LAYER_BROWN,ALL,AGS,BULK_AGS,LIVESTOCK,LANI,LCHK,CHICK,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN,CHICKEN_LAYER_BROWN
