Product,Location,Item,Cut-off Date,Value,Value Period,Value Period multiplier,Value Period Aggregation Type,Crop Year,Value Unit,Value Unit multiplier
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2021-11-01,695,YEAR,1,SUM,2021/2022,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2021-11-01,405,YEAR,1,SUM,2021/2022,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2021-11-01,425,YEAR,1,SUM,2021/2022,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2021-11-01,760,YEAR,1,SUM,2021/2022,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2021-11-01,790,YEAR,1,SUM,2021/2022,Hectare,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2021-11-01,610,YEAR,1,SUM,2021/2022,Hectare,1000
Soft wheat,SOUTH CORDOBA,area_planted,2021-11-01,330,YEAR,1,SUM,2021/2022,Hectare,1000
Soft wheat,CHACO SANTIAGO,area_planted,2021-11-01,430,YEAR,1,SUM,2021/2022,Hectare,1000
Soft wheat,SALTA TUCUMAN,area_planted,2021-11-01,330,YEAR,1,SUM,2021/2022,Hectare,1000
Soft wheat,CENTRAL NORTH CORDOBA,area_planted,2021-11-01,495,YEAR,1,SUM,2021/2022,Hectare,1000
Soybean,CENTRAL NORTH CORDOBA,area_planted,2021-01-01,1751.4,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,CENTRAL NORTH CORDOBA,area_planted,2021-02-01,1000,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,SOUTH CORDOBA,area_planted,2021-02-01,910,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,area_planted,2021-02-01,274,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,NORTH BELT,area_planted,2021-02-01,690,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,SOUTH BELT,area_planted,2021-02-01,535,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2021-02-01,355,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2021-02-01,380,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2021-02-01,185,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2021-02-01,280,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,SAN LUIS ARG,area_planted,2021-02-01,350,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,Cuenca del Salado,area_planted,2021-02-01,135,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,Argentina_Others,area_planted,2021-02-01,36,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,Argentina,area_planted,2021-02-01,7100,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,SALTA TUCUMAN,area_planted,2021-01-01,1369.476,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,CHACO SANTIAGO,area_planted,2021-02-01,750,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,SALTA TUCUMAN,area_planted,2021-02-01,425,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,Argentina,area_planted,2020-11-01,6500,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2020-11-01,647,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,SALTA TUCUMAN,area_planted,2020-11-01,406,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,CHACO SANTIAGO,area_planted,2020-11-01,365,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,CENTRAL NORTH CORDOBA,area_planted,2020-11-01,516,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,SOUTH CORDOBA,area_planted,2020-11-01,373,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,CENTRAL NORTH SANTA FE,area_planted,2020-11-01,498,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2020-11-01,850,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2020-11-01,330,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,Argentina_Others,area_planted,2020-11-01,23,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2020-11-01,595,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2020-11-01,395,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2020-11-01,640,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2020-11-01,717,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,SAN LUIS ARG,area_planted,2020-11-01,12,YEAR,1,SUM,2020/2021,Hectare,1000
Soft wheat,Cuenca del Salado,area_planted,2020-11-01,133,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,CHACO SANTIAGO,area_planted,2021-01-01,1635,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2021-02-01,795,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,SOUTH CORDOBA,area_planted,2021-01-01,1635.6,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,CENTRAL NORTH SANTA FE,area_planted,2021-01-01,1085,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2021-01-01,554,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,NORTH BELT,area_planted,2021-01-01,2217,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,SOUTH BELT,area_planted,2021-01-01,2295,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2021-01-01,1063,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2021-01-01,680.704,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2021-01-01,295,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2021-01-01,1827,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,SAN LUIS ARG,area_planted,2021-01-01,245,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,Argentina_Others,area_planted,2021-01-01,72,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,Argentina,area_planted,2021-01-01,16900,YEAR,1,SUM,2020/2021,Hectare,1000
Soybean,Cuenca del Salado,area_planted,2021-01-01,174.82,YEAR,1,SUM,2020/2021,Hectare,1000
Corn,SAN LUIS ARG,area_planted,2020-02-01,345,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,SOUTH CORDOBA,area_planted,2020-01-01,1665,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,CENTRAL NORTH CORDOBA,area_planted,2020-02-01,980,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,SOUTH CORDOBA,area_planted,2020-02-01,850,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,area_planted,2020-02-01,255,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,NORTH BELT,area_planted,2020-02-01,720,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,SOUTH BELT,area_planted,2020-02-01,570,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2020-02-01,733,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2020-02-01,350,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2020-02-01,175,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2020-02-01,248,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,Cuenca del Salado,area_planted,2020-02-01,124,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,Argentina_Others,area_planted,2020-02-01,33,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,Argentina,area_planted,2020-02-01,6900,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,SALTA TUCUMAN,area_planted,2020-01-01,950,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,CHACO SANTIAGO,area_planted,2020-01-01,1540,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,CHACO SANTIAGO,area_planted,2020-02-01,747,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,SALTA TUCUMAN,area_planted,2020-02-01,425,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,Argentina,area_planted,2019-11-01,6600,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2019-11-01,622,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,SALTA TUCUMAN,area_planted,2019-11-01,436,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,CHACO SANTIAGO,area_planted,2019-11-01,450,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,CENTRAL NORTH CORDOBA,area_planted,2019-11-01,690,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,SOUTH CORDOBA,area_planted,2019-11-01,457,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,CENTRAL NORTH SANTA FE,area_planted,2019-11-01,480,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2019-11-01,898,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2019-11-01,315,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,Argentina_Others,area_planted,2019-11-01,23,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2019-11-01,535,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2019-11-01,356,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2019-11-01,555,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2019-11-01,640,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,SAN LUIS ARG,area_planted,2019-11-01,12,YEAR,1,SUM,2019/2020,Hectare,1000
Soft wheat,Cuenca del Salado,area_planted,2019-11-01,131,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,CENTRAL NORTH CORDOBA,area_planted,2020-01-01,1860,YEAR,1,SUM,2019/2020,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2020-02-01,345,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,CENTRAL NORTH SANTA FE,area_planted,2020-01-01,1128.793,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,NORTH BELT,area_planted,2020-01-01,2334.214,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,SAN LUIS ARG,area_planted,2020-01-01,244.067,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,SOUTH BELT,area_planted,2020-01-01,2277.714,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2020-01-01,1140.56,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2020-01-01,706,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2020-01-01,330.294,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2020-01-01,726.36,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2020-01-01,1908.998,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,Cuenca del Salado,area_planted,2020-01-01,208,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,Argentina,area_planted,2020-01-01,17100,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,Argentina_Others,area_planted,2020-01-01,80,YEAR,1,SUM,2019/2020,Hectare,1000
Soybean,CENTRAL NORTH CORDOBA,area_planted,2019-01-01,1860,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,CENTRAL NORTH CORDOBA,area_planted,2019-02-01,1000,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,SOUTH CORDOBA,area_planted,2019-02-01,860,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,area_planted,2019-02-01,250,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,NORTH BELT,area_planted,2019-02-01,720,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,SOUTH BELT,area_planted,2019-02-01,565,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2019-02-01,340,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2019-02-01,345,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2019-02-01,180,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2019-02-01,245,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,SAN LUIS ARG,area_planted,2019-02-01,345,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,Cuenca del Salado,area_planted,2019-02-01,123,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,Argentina_Others,area_planted,2019-02-01,32,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,Argentina,area_planted,2019-02-01,6900,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,SALTA TUCUMAN,area_planted,2019-01-01,1010,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,CHACO SANTIAGO,area_planted,2019-02-01,737,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,SALTA TUCUMAN,area_planted,2019-02-01,420,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,Argentina,area_planted,2018-11-01,6200,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2018-11-01,590,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,SALTA TUCUMAN,area_planted,2018-11-01,390,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,CHACO SANTIAGO,area_planted,2018-11-01,465,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,CENTRAL NORTH CORDOBA,area_planted,2018-11-01,630,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,SOUTH CORDOBA,area_planted,2018-11-01,425,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,CENTRAL NORTH SANTA FE,area_planted,2018-11-01,485,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2018-11-01,860,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2018-11-01,280,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,Argentina_Others,area_planted,2018-11-01,20,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2018-11-01,495,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2018-11-01,340,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2018-11-01,530,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2018-11-01,580,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,SAN LUIS ARG,area_planted,2018-11-01,10,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,Cuenca del Salado,area_planted,2018-11-01,100,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,CHACO SANTIAGO,area_planted,2019-01-01,1380,YEAR,1,SUM,2018/2019,Hectare,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2019-02-01,738,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,SOUTH CORDOBA,area_planted,2019-01-01,1660,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,CENTRAL NORTH SANTA FE,area_planted,2019-01-01,1093.111,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2019-01-01,899.028,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,NORTH BELT,area_planted,2019-01-01,2275.894,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,SOUTH BELT,area_planted,2019-01-01,2111.135,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2019-01-01,1903.216,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2019-01-01,840,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2019-01-01,423.078,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2019-01-01,1064.1,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,SAN LUIS ARG,area_planted,2019-01-01,285.438,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,Argentina_Others,area_planted,2019-01-01,80,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,Argentina,area_planted,2019-01-01,17100,YEAR,1,SUM,2018/2019,Hectare,1000
Soybean,Cuenca del Salado,area_planted,2019-01-01,215,YEAR,1,SUM,2018/2019,Hectare,1000
Soft wheat,SAN LUIS ARG,area_planted,2017-11-01,9,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,Cuenca del Salado,area_planted,2018-02-01,116,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,SAN LUIS ARG,area_planted,2018-02-01,342,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2018-02-01,220,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2018-02-01,175,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2018-02-01,330,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2018-02-01,310,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,SOUTH BELT,area_planted,2018-02-01,515,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,NORTH BELT,area_planted,2018-02-01,645,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,area_planted,2018-02-01,235,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,SOUTH CORDOBA,area_planted,2018-02-01,785,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,CENTRAL NORTH CORDOBA,area_planted,2018-02-01,940,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,CHACO SANTIAGO,area_planted,2018-02-01,720,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,SALTA TUCUMAN,area_planted,2018-02-01,400,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,Argentina,area_planted,2017-11-01,5700,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,Argentina_Others,area_planted,2017-11-01,16,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,Argentina_Others,area_planted,2018-02-01,32,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,Argentina,area_planted,2018-02-01,6450,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,SALTA TUCUMAN,area_planted,2018-01-01,1050,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,CENTRAL BUENOS AIRES,area_planted,2018-01-01,730,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,Argentina,area_planted,2018-01-01,17200,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,Argentina_Others,area_planted,2018-01-01,80,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,Cuenca del Salado,area_planted,2018-01-01,250,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,SAN LUIS ARG,area_planted,2018-01-01,292,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,SOUTH EAST BUENOS AIRES,area_planted,2018-01-01,910.381,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2018-01-01,302.425,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2018-01-01,1813.508,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,CHACO SANTIAGO,area_planted,2018-01-01,1650,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,CENTRAL ENTRE RIOS,area_planted,2018-01-01,1030.251,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,SOUTH BELT,area_planted,2018-01-01,2170.785,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,NORTH BELT,area_planted,2018-01-01,2210.715,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,CENTRAL NORTH SANTA FE,area_planted,2018-01-01,1099.937,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,SOUTH CORDOBA,area_planted,2018-01-01,1630,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,CENTRAL NORTH CORDOBA,area_planted,2018-01-01,1980,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,Cuenca del Salado,area_planted,2017-11-01,85,YEAR,1,SUM,2017/2018,Hectare,1000
Corn,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2018-02-01,685,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2017-11-01,505,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2017-11-01,485,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,SOUTH CORDOBA,area_planted,2017-11-01,385,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2017-11-01,260,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2017-11-01,408,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2017-11-01,260,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2017-11-01,542,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2017-11-01,830,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,CENTRAL NORTH SANTA FE,area_planted,2017-11-01,450,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,CENTRAL NORTH CORDOBA,area_planted,2017-11-01,610,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,CHACO SANTIAGO,area_planted,2017-11-01,465,YEAR,1,SUM,2017/2018,Hectare,1000
Soft wheat,SALTA TUCUMAN,area_planted,2017-11-01,390,YEAR,1,SUM,2017/2018,Hectare,1000
Soybean,CENTRAL NORTH CORDOBA,area_planted,2017-01-01,2119.792,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,CENTRAL NORTH CORDOBA,area_planted,2017-02-01,800,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,SOUTH CORDOBA,area_planted,2017-02-01,675,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,CENTRAL NORTH SANTA FE,area_planted,2017-02-01,230,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,NORTH BELT,area_planted,2017-02-01,525,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,SOUTH BELT,area_planted,2017-02-01,408,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,CENTRAL ENTRE RIOS,area_planted,2017-02-01,180,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,CENTRAL BUENOS AIRES,area_planted,2017-02-01,290,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2017-02-01,170,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,SOUTH EAST BUENOS AIRES,area_planted,2017-02-01,200,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,SAN LUIS ARG,area_planted,2017-02-01,226,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,Cuenca del Salado,area_planted,2017-02-01,110,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,Argentina_Others,area_planted,2017-02-01,31,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,Argentina,area_planted,2017-02-01,5500,YEAR,1,SUM,2016/2017,Hectare,1000
Soybean,SALTA TUCUMAN,area_planted,2017-01-01,915.365,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,CHACO SANTIAGO,area_planted,2017-02-01,670,YEAR,1,SUM,2016/2017,Hectare,1000
Corn,SALTA TUCUMAN,area_planted,2017-02-01,405,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,Argentina,area_planted,2016-11-01,5400,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,SOUTH BELT,area_planted,2016-11-01,565,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,SALTA TUCUMAN,area_planted,2016-11-01,270,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,CHACO SANTIAGO,area_planted,2016-11-01,290,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,CENTRAL NORTH CORDOBA,area_planted,2016-11-01,750,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,SOUTH CORDOBA,area_planted,2016-11-01,390,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,CENTRAL NORTH SANTA FE,area_planted,2016-11-01,290,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,NORTH BELT,area_planted,2016-11-01,660,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,CENTRAL ENTRE RIOS,area_planted,2016-11-01,265,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,Argentina_Others,area_planted,2016-11-01,15,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,WEST BUENOS AIRES NORTH LA PAMPA,area_planted,2016-11-01,500,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,CENTRAL BUENOS AIRES,area_planted,2016-11-01,325,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,SOUTH WEST BUENOS AIRES SOUTH LA PAMPA,area_planted,2016-11-01,460,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,SOUTH EAST BUENOS AIRES,area_planted,2016-11-01,530,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,SAN LUIS ARG,area_planted,2016-11-01,7,YEAR,1,SUM,2016/2017,Hectare,1000
Soft wheat,Cuenca del Salado,area_planted,2016-11-01,83,YEAR,1,SUM,2016/2017,Hectare,1000
Soybean,CHACO SANTIAGO,area_planted,2017-01-01,1348.958,YEAR,1,SUM,2016/2017,Hectare,1000
